Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN00327,Male,Yes,0,Graduate,No,-217,1767,197,360,0.0,Urban,N
LN00328,Female,Yes,3+,Graduate,No,2314,1418,108,360,1.0,Rural,N
LN00329,Female,Yes,0,Graduate,No,6158,2285,220,360,1.0,Semiurban,N
LN00330,Male,Yes,0,Graduate,No,3885,4195,114,360,1.0,Urban,Y
LN00331,Male,Yes,3+,Graduate,No,5339,1429,74,360,1.0,Semiurban,Y
LN00332,Female,Yes,0,Graduate,No,5027,2159,176,120,1.0,Urban,Y
LN00333,Male,Yes,1,Not Graduate,No,5065,1337,127,360,1.0,Semiurban,Y
LN00334,Female,No,0,Graduate,No,7046,1345,70,360,1.0,Rural,Y
LN00335,Female,No,2,Graduate,No,4594,764,162,360,1.0,Semiurban,Y
LN00336,Male,Yes,0,Graduate,No,6821,659,84,60,1.0,Rural,Y
LN00337,Male,Yes,0,Graduate,No,45,4044,50,360,1.0,Urban,N
LN00338,Female,No,0,Graduate,No,7222,669,183,360,0.0,Semiurban,N
LN00339,Female,Yes,0,Not Graduate,No,2419,0,224,360,0.0,Urban,N
LN00340,Male,No,1,Graduate,Yes,2854,1688,130,360,1.0,Semiurban,N
LN00341,Female,No,0,Not Graduate,No,3590,3026,210,360,1.0,Semiurban,N
LN00342,Male,Yes,0,Graduate,Yes,7167,3363,190,360,1.0,Rural,Y
LN00343,Female,Yes,0,Not Graduate,Yes,3221,0,183,180,1.0,Urban,Y
LN00344,Male,No,1,Graduate,No,3688,3169,141,360,1.0,Rural,Y
LN00345,Male,Yes,2,Graduate,No,3076,4588,120,360,1.0,Rural,Y
LN00346,Male,Yes,0,Graduate,No,5510,473,167,360,1.0,Semiurban,Y
LN00347,Female,Yes,0,Graduate,No,6487,1238,182,180,1.0,Semiurban,Y
LN00348,Female,Yes,0,Graduate,Yes,8408,0,86,60,1.0,Urban,Y
LN00349,Male,Yes,1,Graduate,Yes,9799,4280,133,360,1.0,Urban,Y
LN00350,Female,No,0,Graduate,No,6300,0,140,360,1.0,Rural,Y
LN00351,Male,No,0,Not Graduate,No,5731,900,135,360,1.0,Urban,Y
LN00352,Male,Yes,1,Graduate,No,2565,2677,116,360,1.0,Semiurban,N
LN00353,Female,Yes,3+,Not Graduate,No,8818,473,83,360,1.0,Urban,Y
LN00354,Female,Yes,0,Graduate,No,5430,16,134,360,1.0,Rural,Y
LN00355,Male,Yes,1,Graduate,No,4421,1421,136,360,1.0,Semiurban,Y
LN00356,Female,Yes,0,Graduate,No,5775,5085,126,360,1.0,Semiurban,Y
LN00357,Female,No,3+,Graduate,No,3727,1115,182,360,1.0,Semiurban,Y
LN00358,Male,No,0,Graduate,No,324,1189,81,360,1.0,Semiurban,N
LN00359,Male,Yes,0,Graduate,No,6143,0,164,360,1.0,Semiurban,Y
LN00360,Female,Yes,2,Graduate,No,7684,2077,60,360,1.0,Semiurban,Y
LN00361,Male,Yes,0,Graduate,No,6113,2825,146,360,1.0,Urban,Y
LN00362,Male,Yes,0,Graduate,No,4985,590,50,360,1.0,Urban,Y
LN00363,Female,Yes,0,Not Graduate,No,5026,2303,105,360,1.0,Semiurban,Y
LN00364,Male,Yes,2,Graduate,No,5344,602,148,360,1.0,Urban,Y
LN00365,Male,No,0,Graduate,No,5283,0,78,180,1.0,Urban,Y
LN00366,Female,Yes,2,Not Graduate,No,4878,2186,79,360,1.0,Urban,Y
LN00367,Female,Yes,0,Graduate,Yes,5050,4611,199,360,1.0,Semiurban,Y
LN00368,Male,No,0,Graduate,No,8110,0,70,180,1.0,Urban,Y
LN00369,Male,Yes,0,Not Graduate,No,5944,1769,144,360,1.0,Rural,Y
LN00370,Female,Yes,0,Graduate,No,5210,3464,223,360,1.0,Urban,N
LN00371,Female,Yes,1,Graduate,No,6318,1347,157,360,0.0,Urban,N
LN00372,Female,Yes,1,Graduate,No,6318,0,151,360,0.0,Urban,N
LN00373,Female,No,0,Graduate,No,6891,1567,114,360,1.0,Semiurban,Y
LN00374,Male,Yes,0,Graduate,No,3486,3735,114,360,0.0,Urban,N
LN00375,Female,No,1,Not Graduate,No,4038,740,141,360,1.0,Semiurban,Y
LN00376,Female,Yes,2,Not Graduate,No,3372,1848,50,360,1.0,Semiurban,Y
LN00377,Male,Yes,1,Not Graduate,No,6533,0,200,60,1.0,Urban,Y
LN00378,Female,No,2,Graduate,No,6435,1350,160,360,1.0,Rural,Y
LN00379,Male,Yes,0,Graduate,No,2453,2080,62,360,1.0,Semiurban,N
LN00380,Female,Yes,2,Graduate,No,5781,1688,201,360,1.0,Semiurban,N
LN00381,Female,Yes,0,Not Graduate,No,7744,852,183,360,1.0,Semiurban,Y
LN00382,Female,Yes,0,Graduate,No,4529,2164,171,360,1.0,Semiurban,Y
LN00383,Male,Yes,2,Graduate,Yes,5627,2504,261,360,1.0,Semiurban,N
LN00384,Male,Yes,3+,Graduate,No,6460,2603,154,360,1.0,Rural,Y
LN00385,Female,Yes,1,Graduate,No,2358,1060,226,360,1.0,Semiurban,N
LN00386,Male,Yes,0,Graduate,Yes,5303,568,151,360,1.0,Rural,Y
LN00387,Male,No,0,Graduate,No,7544,4444,172,360,1.0,Semiurban,Y
LN00388,Male,Yes,0,Graduate,No,3813,1706,122,360,1.0,Semiurban,Y
LN00389,Male,No,2,Not Graduate,No,6664,1113,55,360,1.0,Semiurban,Y
LN00390,Male,Yes,0,Graduate,No,5054,0,58,360,0.0,Urban,N
LN00391,Male,Yes,2,Graduate,No,3650,101,145,360,1.0,Semiurban,Y
LN00392,Female,No,0,Graduate,No,4806,536,138,360,1.0,Urban,Y
LN00393,Female,Yes,2,Not Graduate,Yes,3947,2159,91,360,1.0,Semiurban,Y
LN00394,Male,No,3+,Graduate,No,3223,965,136,360,1.0,Urban,Y
LN00395,Female,Yes,0,Graduate,No,4491,1522,172,360,1.0,Semiurban,Y
LN00396,Female,Yes,0,Graduate,No,5136,0,214,360,1.0,Urban,N
LN00397,Female,Yes,2,Graduate,No,4667,3606,115,180,1.0,Urban,Y
LN00398,Female,Yes,0,Not Graduate,No,4469,393,169,180,1.0,Urban,Y
LN00399,Male,No,1,Not Graduate,No,5451,1852,236,360,1.0,Semiurban,N
LN00400,Female,Yes,1,Graduate,Yes,6062,704,187,180,1.0,Urban,Y
LN00401,Female,No,0,Graduate,No,2711,1022,111,180,1.0,Semiurban,N
LN00402,Male,No,2,Graduate,No,4495,308,155,360,0.0,Rural,N
LN00403,Male,Yes,0,Graduate,No,1052,1944,159,360,0.0,Semiurban,N
LN00404,Female,Yes,3+,Graduate,No,4675,29,181,180,1.0,Semiurban,Y
LN00405,Female,No,0,Graduate,No,5301,1971,151,360,1.0,Semiurban,Y
LN00406,Female,No,1,Graduate,No,6139,1321,174,360,1.0,Rural,Y
LN00407,Female,Yes,0,Not Graduate,No,5308,2445,200,360,1.0,Semiurban,Y
LN00408,Female,Yes,0,Graduate,No,6096,2593,97,120,1.0,Urban,Y
LN00409,Female,Yes,0,Graduate,No,5130,1023,83,360,1.0,Urban,Y
LN00410,Male,Yes,1,Graduate,No,3648,2049,180,360,1.0,Semiurban,Y
LN00411,Female,Yes,0,Graduate,No,2768,827,142,360,1.0,Rural,N
LN00412,Female,No,2,Not Graduate,No,4473,3474,193,360,1.0,Rural,Y
LN00413,Male,Yes,0,Graduate,No,3467,961,204,360,1.0,Urban,N
LN00414,Male,Yes,1,Graduate,No,4760,1197,57,360,1.0,Semiurban,Y
LN00415,Male,Yes,1,Graduate,No,4016,796,108,360,1.0,Semiurban,Y
LN00416,Male,Yes,0,Graduate,Yes,5838,400,143,360,1.0,Rural,Y
LN00417,Female,Yes,0,Not Graduate,No,5097,4550,98,360,0.0,Rural,N
LN00418,Female,Yes,0,Graduate,No,5894,2229,126,360,1.0,Semiurban,Y
LN00419,Female,Yes,0,Not Graduate,No,5884,1602,86,360,1.0,Urban,Y
LN00420,Female,Yes,0,Not Graduate,No,4640,785,128,360,1.0,Urban,Y
LN00421,Female,Yes,1,Not Graduate,No,4763,3169,101,360,0.0,Urban,N
LN00422,Female,No,0,Not Graduate,No,6003,681,167,60,0.0,Rural,N
LN00423,Male,Yes,1,Graduate,No,9891,1681,195,360,1.0,Semiurban,Y
LN00424,Female,Yes,3+,Not Graduate,No,3021,4804,170,360,1.0,Semiurban,Y
LN00425,Male,Yes,0,Graduate,No,5083,64,279,360,0.0,Semiurban,N
LN00426,Male,No,1,Graduate,No,2608,2309,196,120,1.0,Semiurban,N
LN00427,Female,Yes,0,Graduate,No,4958,1932,195,360,1.0,Semiurban,Y
LN00428,Male,Yes,2,Graduate,Yes,3651,2292,145,360,1.0,Semiurban,Y
LN00429,Female,No,0,Graduate,No,4760,1072,134,360,1.0,Rural,Y
LN00430,Male,Yes,1,Graduate,No,5310,611,213,360,0.0,Urban,N
LN00431,Female,Yes,3+,Graduate,No,4021,1839,137,120,1.0,Urban,Y
LN00432,Male,Yes,0,Graduate,No,1432,815,151,360,1.0,Semiurban,N
LN00433,Female,Yes,1,Graduate,No,7851,0,141,360,1.0,Urban,Y
LN00434,Female,Yes,0,Graduate,No,6678,263,176,360,0.0,Urban,N
LN00435,Female,No,0,Graduate,No,4738,1024,194,360,1.0,Rural,Y
LN00436,Female,Yes,1,Graduate,Yes,3210,0,203,360,1.0,Urban,N
LN00437,Female,No,0,Graduate,No,5170,1726,134,180,1.0,Semiurban,Y
LN00438,Male,Yes,1,Graduate,No,5721,363,159,360,1.0,Urban,Y
LN00439,Male,No,0,Graduate,No,6540,1434,166,360,1.0,Semiurban,Y
LN00440,Male,Yes,2,Graduate,No,6724,4751,223,360,1.0,Semiurban,N
LN00441,Female,Yes,0,Graduate,No,7101,3340,60,360,1.0,Semiurban,Y
LN00442,Male,Yes,0,Graduate,No,1518,2387,150,360,1.0,Urban,N
LN00443,Female,No,0,Graduate,No,4390,4213,117,360,1.0,Rural,Y
LN00444,Female,Yes,0,Not Graduate,No,6986,1391,123,360,0.0,Semiurban,N
LN00445,Male,Yes,0,Graduate,No,3152,1406,107,360,1.0,Semiurban,Y
LN00446,Male,Yes,0,Not Graduate,No,7438,0,176,60,1.0,Rural,Y
LN00447,Female,Yes,0,Graduate,No,8620,3417,50,360,1.0,Semiurban,Y
LN00448,Male,Yes,0,Graduate,No,7382,4435,143,360,1.0,Urban,Y
LN00449,Female,Yes,0,Not Graduate,No,6323,2861,58,360,1.0,Semiurban,Y
LN00450,Female,Yes,0,Graduate,No,4104,3635,115,360,1.0,Urban,Y
LN00451,Female,Yes,0,Graduate,No,5563,0,139,360,1.0,Urban,Y
LN00452,Female,Yes,3+,Graduate,No,2307,5009,129,180,1.0,Rural,N
LN00453,Female,Yes,0,Graduate,No,3437,1343,184,60,1.0,Urban,Y
LN00454,Male,No,0,Graduate,No,3578,5033,212,360,1.0,Urban,N
LN00455,Male,Yes,0,Graduate,No,5123,4097,247,360,1.0,Urban,N
LN00456,Female,Yes,2,Not Graduate,No,4215,2658,149,360,1.0,Semiurban,Y
LN00457,Female,Yes,0,Not Graduate,No,5523,985,208,360,1.0,Urban,N
LN00458,Male,No,1,Graduate,No,6755,1737,223,120,0.0,Urban,N
LN00459,Male,No,0,Graduate,No,3580,0,126,360,1.0,Semiurban,Y
LN00460,Female,No,0,Graduate,No,5297,2896,211,360,1.0,Rural,N
LN00461,Male,Yes,2,Graduate,No,4168,0,50,360,0.0,Urban,N
LN00462,Female,Yes,0,Graduate,No,5380,1051,164,360,1.0,Urban,Y
LN00463,Male,Yes,0,Graduate,No,6372,3814,230,360,1.0,Semiurban,N
LN00464,Female,Yes,2,Graduate,No,6842,2581,154,360,1.0,Urban,Y
LN00465,Male,Yes,1,Not Graduate,No,6340,0,140,180,1.0,Semiurban,Y
LN00466,Female,No,2,Graduate,No,5827,0,140,360,1.0,Urban,Y
LN00467,Male,No,1,Graduate,No,2159,603,223,120,1.0,Rural,N
LN00468,Male,No,1,Graduate,No,2837,1617,70,360,1.0,Semiurban,N
LN00469,Female,Yes,2,Graduate,No,3351,2814,130,360,0.0,Semiurban,N
LN00470,Male,Yes,0,Graduate,No,5717,2406,192,180,1.0,Urban,Y
LN00471,Female,Yes,1,Graduate,No,2417,0,165,180,1.0,Semiurban,N
LN00472,Male,Yes,1,Not Graduate,No,5675,2428,209,360,1.0,Semiurban,N
LN00473,Female,No,0,Graduate,No,5528,2588,184,180,1.0,Urban,Y
LN00474,Male,Yes,0,Graduate,No,1128,2232,126,360,1.0,Rural,N
LN00475,Female,Yes,0,Not Graduate,No,2824,5217,179,360,1.0,Rural,N
LN00476,Male,Yes,1,Graduate,No,7087,2589,84,360,0.0,Semiurban,N
LN00477,Female,Yes,0,Not Graduate,No,6394,2951,50,360,1.0,Urban,Y
LN00478,Male,No,3+,Graduate,No,3299,4313,119,180,0.0,Semiurban,N
LN00479,Female,Yes,0,Graduate,No,2930,2775,153,360,1.0,Urban,N
LN00480,Female,No,1,Graduate,No,99,673,109,360,1.0,Urban,N
LN00481,Female,Yes,0,Graduate,No,7942,3364,158,360,1.0,Rural,Y
LN00482,Male,Yes,1,Graduate,No,5082,897,152,360,1.0,Urban,Y
LN00483,Female,No,1,Graduate,No,8767,26,56,360,1.0,Semiurban,Y
LN00484,Male,Yes,1,Graduate,No,4616,154,123,360,1.0,Rural,Y
LN00485,Female,No,2,Not Graduate,No,5565,3347,197,360,0.0,Urban,N
LN00486,Male,Yes,2,Graduate,No,6782,2430,174,360,0.0,Urban,N
LN00487,Female,Yes,0,Graduate,No,8277,3091,115,180,1.0,Semiurban,Y
LN00488,Male,Yes,0,Graduate,No,6002,2437,180,360,1.0,Semiurban,Y
LN00489,Male,No,1,Graduate,No,5004,1783,237,360,1.0,Urban,N
LN00490,Female,Yes,0,Graduate,No,5055,1977,128,360,1.0,Rural,Y
LN00491,Male,No,0,Graduate,No,2908,2386,187,360,1.0,Semiurban,N
LN00492,Male,Yes,0,Not Graduate,Yes,4236,596,179,180,0.0,Semiurban,N
LN00493,Female,Yes,0,Graduate,No,5102,0,126,360,1.0,Urban,Y
LN00494,Male,Yes,0,Graduate,No,7763,772,93,180,1.0,Urban,Y
LN00495,Male,Yes,2,Graduate,No,4139,2316,232,360,0.0,Urban,N
LN00496,Male,Yes,0,Graduate,No,7125,528,204,360,1.0,Rural,N
LN00497,Female,No,0,Graduate,No,4836,4694,136,360,1.0,Urban,Y
LN00498,Male,Yes,0,Not Graduate,No,7487,2161,210,60,1.0,Rural,N
LN00499,Female,Yes,2,Graduate,No,6353,1679,177,360,1.0,Semiurban,Y
LN00500,Male,Yes,3+,Graduate,No,6218,590,210,180,1.0,Semiurban,N
LN00501,Male,Yes,1,Graduate,Yes,6957,2873,60,360,1.0,Urban,Y
LN00502,Male,Yes,0,Not Graduate,No,6666,0,129,360,1.0,Semiurban,Y
LN00503,Female,Yes,3+,Graduate,No,7127,1973,228,360,1.0,Semiurban,N
LN00504,Male,Yes,1,Graduate,No,9263,846,282,360,1.0,Rural,N
LN00505,Male,Yes,2,Graduate,No,8233,1681,130,360,1.0,Semiurban,Y
LN00506,Female,Yes,1,Graduate,No,5932,2229,129,60,1.0,Urban,Y
LN00507,Male,Yes,0,Graduate,Yes,4116,0,184,360,0.0,Urban,N
LN00508,Female,Yes,0,Graduate,No,5732,0,167,360,1.0,Urban,Y
LN00509,Female,Yes,0,Not Graduate,Yes,1147,102,176,360,1.0,Urban,N
LN00510,Male,Yes,0,Graduate,Yes,6657,2818,50,180,1.0,Semiurban,Y
LN00511,Female,No,1,Graduate,No,2879,2059,138,360,1.0,Semiurban,N
LN00512,Male,No,2,Graduate,No,7244,895,190,360,0.0,Rural,N
LN00513,Female,No,1,Graduate,No,8960,4452,50,360,1.0,Semiurban,Y
LN00514,Female,Yes,0,Graduate,No,2098,3427,69,360,0.0,Urban,N
LN00515,Male,No,0,Graduate,No,4899,3065,61,360,0.0,Rural,N
LN00516,Female,No,0,Not Graduate,No,2871,413,182,360,1.0,Semiurban,N
LN00517,Female,No,0,Graduate,No,1543,3048,103,360,1.0,Semiurban,N
LN00518,Female,Yes,0,Graduate,No,4787,2011,89,360,1.0,Rural,Y
LN00519,Female,Yes,1,Not Graduate,No,6270,416,152,360,0.0,Semiurban,N
LN00520,Female,No,0,Graduate,No,6508,1343,87,360,1.0,Urban,Y
LN00521,Male,Yes,3+,Graduate,No,5307,0,172,180,1.0,Urban,Y
LN00522,Female,Yes,0,Graduate,No,1671,429,270,360,1.0,Urban,N
LN00523,Male,Yes,2,Graduate,No,5246,0,131,360,1.0,Semiurban,Y
LN00524,Female,Yes,0,Not Graduate,No,2014,2934,52,360,1.0,Urban,N
LN00525,Male,Yes,0,Graduate,No,2146,1393,127,360,1.0,Semiurban,N
LN00526,Male,Yes,1,Graduate,No,3006,87,174,360,1.0,Semiurban,Y
LN00527,Female,Yes,1,Not Graduate,No,7099,2276,169,360,1.0,Semiurban,Y
LN00528,Female,Yes,0,Graduate,No,6090,1502,191,360,1.0,Semiurban,Y
LN00529,Female,Yes,0,Graduate,No,5645,3075,120,360,1.0,Rural,Y
LN00530,Male,Yes,0,Graduate,No,3274,1700,135,120,1.0,Urban,Y
LN00531,Female,Yes,1,Graduate,No,4224,0,50,360,1.0,Semiurban,Y
LN00532,Male,Yes,3+,Graduate,No,2259,754,180,360,1.0,Urban,N
LN00533,Male,No,0,Graduate,Yes,7728,0,84,180,1.0,Urban,Y
LN00534,Male,Yes,0,Graduate,No,9394,2344,160,180,0.0,Rural,N
LN00535,Female,Yes,3+,Graduate,No,6113,3126,106,360,1.0,Urban,Y
LN00536,Female,Yes,0,Graduate,No,6463,0,145,360,1.0,Semiurban,Y
LN00537,Male,No,1,Graduate,No,4682,1313,197,360,1.0,Rural,Y
LN00538,Male,Yes,0,Graduate,Yes,1761,3229,128,180,1.0,Urban,N
LN00539,Female,Yes,0,Graduate,No,3312,0,113,360,1.0,Urban,Y
LN00540,Male,Yes,0,Graduate,No,4069,847,150,360,1.0,Urban,Y
LN00541,Female,Yes,0,Graduate,No,4229,1499,117,360,1.0,Semiurban,Y
LN00542,Male,No,0,Graduate,No,3769,3101,102,360,1.0,Urban,Y
LN00543,Female,No,1,Graduate,No,5095,2317,243,360,1.0,Urban,N
LN00544,Male,Yes,1,Graduate,No,3299,2623,57,360,1.0,Semiurban,Y
LN00545,Female,Yes,1,Graduate,No,9335,2403,182,180,1.0,Semiurban,Y
LN00546,Male,Yes,1,Graduate,No,2269,940,143,360,1.0,Semiurban,N
LN00547,Female,Yes,0,Not Graduate,No,6774,3965,108,180,1.0,Rural,Y
LN00548,Female,Yes,0,Graduate,No,4476,493,167,360,1.0,Urban,Y
LN00549,Male,Yes,2,Graduate,No,5925,0,151,180,1.0,Semiurban,Y
LN00550,Male,Yes,0,Graduate,No,6016,0,216,360,1.0,Semiurban,N
LN00551,Female,Yes,0,Graduate,No,5314,1324,93,360,0.0,Urban,N
LN00552,Male,No,0,Not Graduate,No,2733,1002,124,360,1.0,Urban,N
LN00553,Female,Yes,0,Not Graduate,No,4335,695,200,360,1.0,Urban,Y
LN00554,Male,No,0,Graduate,No,5338,1725,139,360,1.0,Urban,Y
LN00555,Female,No,2,Graduate,No,5212,3300,177,360,1.0,Urban,Y
LN00556,Female,Yes,3+,Graduate,No,2953,2181,210,360,1.0,Urban,N
LN00557,Female,No,2,Graduate,Yes,7582,2472,178,360,1.0,Semiurban,Y
LN00558,Female,Yes,3+,Graduate,No,12,0,119,360,0.0,Semiurban,N
LN00559,Female,Yes,3+,Graduate,No,4499,720,132,360,1.0,Rural,Y
LN00560,Female,Yes,0,Graduate,No,3157,2550,211,360,1.0,Urban,N
LN00561,Male,No,0,Graduate,Yes,5364,1662,157,360,1.0,Semiurban,Y
LN00562,Male,Yes,1,Graduate,No,7033,2215,139,360,1.0,Semiurban,Y
LN00563,Male,Yes,0,Graduate,No,2186,2420,169,360,1.0,Semiurban,N
LN00564,Female,No,0,Graduate,Yes,9707,1749,85,360,1.0,Urban,Y
LN00565,Female,Yes,0,Graduate,No,5403,3872,138,360,1.0,Semiurban,Y
LN00566,Female,Yes,0,Graduate,No,5763,702,146,360,1.0,Urban,Y
LN00567,Female,No,0,Graduate,No,2120,271,145,360,1.0,Semiurban,N
LN00568,Male,No,0,Graduate,No,4906,0,130,360,1.0,Semiurban,Y
LN00569,Male,No,0,Graduate,No,6943,2622,134,60,1.0,Urban,Y
LN00570,Female,No,2,Graduate,No,5419,644,144,360,1.0,Semiurban,Y
LN00571,Male,Yes,0,Graduate,Yes,5280,3399,223,360,1.0,Rural,N
LN00572,Male,No,2,Graduate,Yes,4896,1871,50,360,1.0,Urban,Y
LN00573,Female,Yes,0,Graduate,No,2243,991,184,360,1.0,Urban,N
LN00574,Male,Yes,0,Graduate,No,2232,0,145,360,1.0,Urban,N
LN00575,Female,Yes,0,Graduate,No,7338,2769,146,180,1.0,Urban,Y
LN00576,Male,Yes,0,Graduate,No,6764,1419,129,360,1.0,Rural,Y
LN00577,Female,No,1,Graduate,No,7060,1901,175,360,1.0,Rural,Y
LN00578,Female,No,1,Graduate,No,3354,2406,197,360,1.0,Rural,Y
LN00579,Female,Yes,1,Not Graduate,No,4684,1898,55,360,1.0,Semiurban,Y
LN00580,Female,Yes,3+,Graduate,No,7463,225,254,360,1.0,Urban,N
LN00581,Male,Yes,0,Not Graduate,No,2542,2281,157,360,1.0,Urban,N
LN00582,Female,No,0,Graduate,No,7259,2730,155,60,1.0,Semiurban,Y
LN00583,Female,No,0,Graduate,No,3826,2040,80,360,1.0,Urban,Y
LN00584,Female,Yes,0,Graduate,No,3289,2448,121,180,0.0,Urban,N
LN00585,Male,Yes,0,Not Graduate,No,4936,2588,217,360,1.0,Urban,N
LN00586,Female,Yes,0,Graduate,No,2765,905,153,360,1.0,Semiurban,N
LN00587,Male,Yes,0,Graduate,No,1206,849,170,180,1.0,Rural,N
LN00588,Female,No,0,Graduate,No,5152,4840,126,360,1.0,Rural,Y
LN00589,Male,Yes,0,Graduate,No,6068,3488,248,180,1.0,Semiurban,N
LN00590,Male,Yes,1,Not Graduate,No,7430,1427,142,360,1.0,Rural,Y
LN00591,Female,Yes,1,Graduate,No,6213,2524,206,60,1.0,Semiurban,N
LN00592,Male,Yes,1,Graduate,No,8930,93,142,360,1.0,Urban,Y
LN00593,Female,No,1,Graduate,No,7722,601,167,360,1.0,Urban,Y
LN00594,Female,Yes,0,Not Graduate,No,6476,0,167,360,1.0,Semiurban,Y
LN00595,Female,Yes,0,Graduate,No,5937,1928,196,360,1.0,Urban,Y
LN00596,Male,Yes,0,Graduate,No,7460,1946,186,180,1.0,Urban,Y
LN00597,Male,Yes,2,Not Graduate,No,573,3125,126,360,1.0,Urban,N
LN00598,Female,Yes,1,Graduate,No,4039,1181,207,360,0.0,Semiurban,N
LN00599,Female,No,0,Graduate,No,1283,3099,100,120,1.0,Urban,N
LN00600,Male,Yes,0,Graduate,Yes,6326,2479,90,120,1.0,Semiurban,Y
LN00601,Female,Yes,3+,Graduate,No,3514,5188,135,180,1.0,Semiurban,Y
LN00602,Female,Yes,0,Graduate,No,11039,4000,169,60,1.0,Rural,Y
LN00603,Female,Yes,2,Graduate,No,3964,3738,98,360,1.0,Urban,Y
LN00604,Male,Yes,0,Graduate,No,5212,2753,146,60,1.0,Rural,Y
LN00605,Male,Yes,0,Graduate,No,4195,158,80,360,1.0,Rural,Y
LN00606,Male,No,1,Not Graduate,No,4022,1939,136,360,0.0,Semiurban,N
LN00607,Female,No,1,Graduate,No,2506,4871,198,360,1.0,Rural,N
LN00608,Female,Yes,1,Graduate,No,2439,2260,107,360,1.0,Semiurban,N
LN00609,Female,Yes,0,Graduate,No,641,267,88,360,1.0,Urban,N
LN00610,Male,Yes,0,Graduate,No,6090,2003,168,360,1.0,Semiurban,Y
LN00611,Female,Yes,1,Graduate,No,4150,15,110,360,0.0,Urban,N
LN00612,Female,No,0,Graduate,No,8867,215,271,360,1.0,Rural,N
LN00613,Female,Yes,0,Graduate,No,2511,2119,159,360,0.0,Semiurban,N
LN00614,Female,Yes,2,Graduate,No,7952,2609,201,360,1.0,Semiurban,N
LN00615,Male,No,0,Graduate,No,8144,303,84,360,1.0,Semiurban,Y
LN00616,Male,No,0,Graduate,No,7554,660,172,360,1.0,Semiurban,Y
LN00617,Female,Yes,1,Graduate,No,5469,0,99,360,1.0,Semiurban,Y
LN00618,Male,Yes,3+,Graduate,No,4323,1306,141,60,1.0,Rural,Y
LN00619,Male,Yes,0,Graduate,Yes,7552,0,112,180,1.0,Urban,Y
LN00620,Female,Yes,0,Not Graduate,No,3417,1051,201,360,1.0,Urban,N
LN00621,Female,No,2,Graduate,No,5541,1619,166,360,1.0,Urban,Y
LN00622,Male,No,2,Graduate,No,4912,0,155,120,0.0,Semiurban,N
LN00623,Female,No,1,Graduate,Yes,3217,0,218,360,1.0,Semiurban,N
LN00624,Male,Yes,0,Graduate,No,5556,1409,150,360,1.0,Semiurban,Y
LN00625,Female,No,0,Graduate,No,6483,1205,201,360,1.0,Semiurban,N
LN00626,Male,Yes,1,Graduate,Yes,3138,1274,240,360,1.0,Semiurban,N
LN00627,Female,Yes,2,Graduate,No,5920,1932,157,360,1.0,Urban,Y
LN00628,Male,Yes,2,Graduate,No,541,0,162,360,1.0,Semiurban,N
LN00629,Male,Yes,0,Graduate,No,2901,2562,197,180,1.0,Semiurban,N
LN00630,Male,No,0,Graduate,No,4085,1021,221,360,1.0,Semiurban,N
LN00631,Female,Yes,0,Graduate,No,5714,605,156,360,0.0,Semiurban,N
LN00632,Male,Yes,3+,Graduate,No,6738,0,118,360,1.0,Rural,Y
LN00633,Male,Yes,1,Graduate,No,5165,1098,193,180,1.0,Semiurban,Y
LN00634,Female,Yes,0,Graduate,No,6133,2268,178,120,1.0,Semiurban,Y
LN00635,Female,Yes,0,Not Graduate,No,4678,1712,192,360,1.0,Urban,Y
LN00636,Male,Yes,0,Not Graduate,No,5809,1756,184,360,1.0,Rural,Y
LN00637,Male,No,0,Not Graduate,Yes,5703,991,160,180,0.0,Urban,N
LN00638,Female,Yes,2,Graduate,No,3981,1409,163,360,1.0,Urban,Y
LN00639,Female,Yes,1,Graduate,No,4289,0,185,180,1.0,Semiurban,Y
LN00640,Female,Yes,0,Graduate,No,6200,1492,77,360,1.0,Rural,Y
LN00641,Female,No,0,Graduate,No,8624,763,216,360,1.0,Urban,N
LN00642,Female,Yes,2,Graduate,No,7413,0,172,120,1.0,Urban,Y
LN00643,Male,Yes,0,Graduate,No,2741,2632,107,360,1.0,Urban,N
LN00644,Female,Yes,0,Graduate,No,2748,0,159,360,0.0,Urban,N
LN00645,Male,Yes,3+,Not Graduate,No,3928,2286,215,180,1.0,Semiurban,N
LN00646,Male,Yes,2,Not Graduate,No,5197,2380,164,360,1.0,Semiurban,Y
LN00647,Male,No,2,Graduate,No,5096,709,113,360,0.0,Semiurban,N
LN00648,Female,Yes,0,Not Graduate,Yes,7480,3045,86,360,1.0,Urban,Y
LN00649,Male,Yes,0,Graduate,No,7590,677,273,360,1.0,Semiurban,N
LN00650,Male,No,0,Graduate,No,5011,583,63,360,1.0,Semiurban,Y
LN00651,Female,Yes,0,Graduate,No,4544,0,166,360,1.0,Semiurban,Y
LN00652,Male,Yes,1,Graduate,No,6033,1487,120,360,1.0,Rural,Y
LN00653,Male,Yes,0,Not Graduate,No,7126,62,202,180,1.0,Rural,N
LN00654,Female,Yes,1,Graduate,No,6104,312,89,360,0.0,Rural,N
LN00655,Male,Yes,0,Not Graduate,No,4136,1401,230,360,1.0,Rural,N
LN00656,Male,Yes,0,Not Graduate,No,3775,1464,143,360,1.0,Urban,Y
